index,strategy,utility,reserved_value,advantage,partner_welfare,welfare,scenario,partners,time,negotiator_id,has_error,self_error,mechanism_error,error_details,mechanism_name,nash_optimality,kalai_optimality,max_welfare_optimality,pareto_optimality
690,UOAgent,0.6784212192414283,0.6784212192414283,0.0,0.6026531277807107,0.6405371735110694,DivideThePies7,Shochan,0.006791331368731335,ne2N9saBl,False,False,False,,-4863476722097321308,0.9335767690614442,0.9645924193873043,0.9295373429040124,0.9712353725454931
691,Shochan,0.6026531277807107,0.6026531277807107,0.0,0.6784212192414283,0.6405371735110694,DivideThePies7,UOAgent,0.4666491369716823,nKIUuwdOx,False,False,False,,-4863476722097321308,0.9335767690614442,0.9645924193873043,0.9295373429040124,0.9712353725454931
692,Shochan,0.989264394016533,0.47816550427842364,1.0,0.5035645801651734,0.7464144870908531,S1,RVFitter,0.029931416094768792,nMfu40kEI,False,False,False,,3807015891472840770,1.0,0.8995156070764436,1.0,1.0
693,RVFitter,0.5035645801651734,0.16875877490473085,0.40691914587465794,0.989264394016533,0.7464144870908531,S1,Shochan,0.00237954207113944,neOFY7FLx,False,False,False,,3807015891472840770,1.0,0.8995156070764436,1.0,1.0
694,RVFitter,0.7821176630533894,0.5209143183374337,0.5577231388465637,0.7939307719483814,0.7880242175008854,S6,AwesomeNegotiator,0.009363015124108642,nLHLRH3Ty,False,False,False,,-5134496484977928942,0.8668622418443716,0.8026312369465073,0.9997575884434745,1.0
695,AwesomeNegotiator,0.7939307719483814,0.13140475186614992,0.7627557528110139,0.7821176630533894,0.7880242175008854,S6,RVFitter,0.011358577161445282,n5Holtcad,False,False,False,,-5134496484977928942,0.8668622418443716,0.8026312369465073,0.9997575884434745,1.0
696,Shochan,0.4754951024555656,0.2341757033874725,0.3152979152269245,0.5525228078956996,0.5140089551756326,DivideThePies8,RVFitter,0.7107529190980131,nm2hYT9In,False,False,False,,-384358507097299653,0.8694882172319156,0.9248315529455077,0.9765387874632858,0.999335729390474
697,RVFitter,0.5525228078956996,0.47357940248705105,0.14996341854241976,0.4754951024555656,0.5140089551756326,DivideThePies8,Shochan,0.0036559038417181,njD5ATxqH,False,False,False,,-384358507097299653,0.8694882172319156,0.9248315529455077,0.9765387874632858,0.999335729390474
698,RVFitter,0.2325963426208929,0.027441839804024756,0.2109431715379659,0.8287071730815181,0.5306517578512056,S0,RVFitter,0.1559485557518201,njyuuDylg,False,False,False,,7934249160580216127,0.9189959474244132,0.9671773755322722,0.9074343487748125,0.9935471602844717
699,RVFitter,0.8287071730815181,0.5611273150736306,0.6096981361525836,0.2325963426208929,0.5306517578512056,S0,RVFitter,0.17725039602373727,nQaKpWaqy,False,False,False,,7934249160580216127,0.9189959474244132,0.9671773755322722,0.9074343487748125,0.9935471602844717
700,AwesomeNegotiator,0.5063031733225432,0.46907373956157705,0.07012166572853856,0.501169507317559,0.5037363403200511,S5,RVFitter,0.00882187751994934,nnjwA4IQJ,False,False,False,,1004793713695308329,1.0,1.0,0.9995113145167397,1.0
701,RVFitter,0.501169507317559,0.4850247405592664,0.03135056774538247,0.5063031733225432,0.5037363403200511,S5,AwesomeNegotiator,0.010030144039774314,nfmp2r5O9,False,False,False,,1004793713695308329,1.0,1.0,0.9995113145167397,1.0
702,AwesomeNegotiator,0.5102540428977143,0.3270895455918036,0.2721974314799405,0.6397971024604792,0.5750255726790967,S2,RVFitter,0.010267503923387267,nqA4lrrCN,False,False,False,,-4623966042266958151,0.9653272523847335,0.942745783822209,0.9827041481485904,1.0
703,RVFitter,0.6397971024604792,0.5635107556759603,0.17477256948830014,0.5102540428977143,0.5750255726790967,S2,AwesomeNegotiator,0.013070123066427186,no6pKDbn1,False,False,False,,-4623966042266958151,0.9653272523847335,0.942745783822209,0.9827041481485904,1.0
704,UOAgent,0.5428158802662838,0.19652485722914453,0.4309915821949685,0.5749812349289861,0.558898557597635,S4,UOAgent,0.0035735890123760328,nNoHcXWuk,False,False,False,,6718745780640751360,1.0,1.0,0.9997808171440529,1.0
705,UOAgent,0.5749812349289861,0.16424952297751227,0.4914525605953345,0.5428158802662838,0.558898557597635,S4,UOAgent,0.004276785024558194,nQuh4qWw3,False,False,False,,6718745780640751360,1.0,1.0,0.9997808171440529,1.0
706,AwesomeNegotiator,0.27977463940327996,0.027441839804024756,0.25945265787334393,0.8068538089243602,0.54331422416382,S0,AwesomeNegotiator,0.004888210984063335,nFxfYBFNC,False,False,False,,1986838387060639350,0.9554688065232676,0.9959923002174341,0.9290876396614738,1.0
707,AwesomeNegotiator,0.8068538089243602,0.5611273150736306,0.559903822430771,0.27977463940327996,0.54331422416382,S0,AwesomeNegotiator,0.009607009924366139,n47TiWzAv,False,False,False,,1986838387060639350,0.9554688065232676,0.9959923002174341,0.9290876396614738,1.0
708,Shochan,0.8261254594602245,0.3601466409842349,0.7282587672787517,0.1777308348070542,0.5019281471336394,S9,RVFitter,9.138226625262178,nVjfzDgl0,False,False,False,,342912138669306857,0.7649032832837168,0.790815803008782,0.9673630107989645,1.0
709,RVFitter,0.1777308348070542,0.1373045019914979,0.0468604889081708,0.8261254594602245,0.5019281471336394,S9,Shochan,0.21435925070545636,nJydlLjFQ,False,False,False,,342912138669306857,0.7649032832837168,0.790815803008782,0.9673630107989645,1.0
710,AwesomeNegotiator,0.6200738370863254,0.5209143183374337,0.21172607151445977,0.9108063004624194,0.7654400687743723,S6,Shochan,0.016331762250047177,n36cROn4H,False,False,False,,3881194147418200477,0.7265185851220188,0.6634941204607461,0.9711053293295697,1.0
711,Shochan,0.9108063004624194,0.13140475186614992,0.8973127045905764,0.6200738370863254,0.7654400687743723,S6,AwesomeNegotiator,2.35071754459932,nDoEOz4u3,False,False,False,,3881194147418200477,0.7265185851220188,0.6634941204607461,0.9711053293295697,1.0
712,UOAgent,0.6136967181898806,0.19652485722914453,0.5192094176331103,0.5040274054720655,0.558862061830973,S4,AwesomeNegotiator,0.0035532480105757713,nDOJSeuOK,False,False,False,,-2173129918604849614,0.929082656918942,0.929082656918942,0.9997155320097121,1.0
713,AwesomeNegotiator,0.5040274054720655,0.16424952297751227,0.4065542190356545,0.6136967181898806,0.558862061830973,S4,UOAgent,0.0024031069333432242,nfJDCoPeD,False,False,False,,-2173129918604849614,0.929082656918942,0.929082656918942,0.9997155320097121,1.0
714,Shochan,0.3270895455918036,0.3270895455918036,0.0,0.5635107556759603,0.44530015063388195,S2,AwesomeNegotiator,2.3285152183962055,nGTc7xayB,False,False,False,,5806115379958120974,0.8746742872698855,0.8799636555775956,0.7610066855988639,0.8812375059402838
715,AwesomeNegotiator,0.5635107556759603,0.5635107556759603,0.0,0.3270895455918036,0.44530015063388195,S2,Shochan,0.012738520978018641,nvltgNH43,False,False,False,,5806115379958120974,0.8746742872698855,0.8799636555775956,0.7610066855988639,0.8812375059402838
716,UOAgent,0.8629558756514497,0.3601466409842349,0.7858194812646538,0.13897903677718054,0.5009674562143152,S9,RVFitter,0.09569941174413543,n7wYIetK2,False,False,False,,1129135068376519442,0.7271106762278117,0.7530230153089178,0.9655114771372801,1.0
717,RVFitter,0.13897903677718054,0.1373045019914979,0.0019410496398187213,0.8629558756514497,0.5009674562143152,S9,UOAgent,2.9787065525742946,n2hyrExgs,False,False,False,,1129135068376519442,0.7271106762278117,0.7530230153089178,0.9655114771372801,1.0
718,UOAgent,0.9081689653270122,0.5209143183374337,0.8268687274537508,0.6467506852102907,0.7774598252686514,S6,RVFitter,0.01106161430652719,naPhFKfIv,False,False,False,,-1917102953321418563,0.9951671010372792,0.9402833217381954,0.9863546611388232,1.0
719,RVFitter,0.6467506852102907,0.13140475186614992,0.5933096413288282,0.9081689653270122,0.7774598252686514,S6,UOAgent,0.011126193348900415,nkIlQnlI2,False,False,False,,-1917102953321418563,0.9951671010372792,0.9402833217381954,0.9863546611388232,1.0
720,RVFitter,0.29605656987689855,0.19652485722914453,0.12387653002494893,0.813195694282051,0.5546261320794748,S4,Shochan,0.0026779909676406533,nH7OGcXNt,False,False,False,,171234011319210181,0.757475479684303,0.757475479684303,0.9921381259657219,0.9937845973576639
721,Shochan,0.813195694282051,0.16424952297751227,0.776483159921759,0.29605656987689855,0.5546261320794748,S4,RVFitter,0.07887662501889281,nssgkXbXZ,False,False,False,,171234011319210181,0.757475479684303,0.757475479684303,0.9921381259657219,0.9937845973576639
722,Shochan,0.49426461056369175,0.3601466409842349,0.20960735407525208,0.5378605416739713,0.5160625761188316,S9,UOAgent,9.182328540293383,nxLpBWqiT,False,False,False,,4854796458258320513,0.8887745299091578,0.8628726770515283,0.9946042082833508,1.0
723,UOAgent,0.5378605416739713,0.1373045019914979,0.4643075576575292,0.49426461056369175,0.5160625761188316,S9,Shochan,0.18448255043767858,nLE0TLutE,False,False,False,,4854796458258320513,0.8887745299091578,0.8628726770515283,0.9946042082833508,1.0
724,UOAgent,0.3270895455918036,0.3270895455918036,0.0,0.5635107556759603,0.44530015063388195,S2,AwesomeNegotiator,0.019958198186941445,nMP3CIspm,False,False,False,,-5062326687238312611,0.8746742872698855,0.8799636555775956,0.7610066855988639,0.8812375059402838
725,AwesomeNegotiator,0.5635107556759603,0.5635107556759603,0.0,0.3270895455918036,0.44530015063388195,S2,UOAgent,0.011520683954586275,n25MQI4ES,False,False,False,,-5062326687238312611,0.8746742872698855,0.8799636555775956,0.7610066855988639,0.8812375059402838
726,Shochan,0.3270895455918036,0.3270895455918036,0.0,0.5635107556759603,0.44530015063388195,S2,Shochan,2.3276934021996567,n4xA4P9ar,False,False,False,,-1504538897426002739,0.8746742872698855,0.8799636555775956,0.7610066855988639,0.8812375059402838
727,Shochan,0.5635107556759603,0.5635107556759603,0.0,0.3270895455918036,0.44530015063388195,S2,Shochan,1.6246884740394307,nCLrDGdW4,False,False,False,,-1504538897426002739,0.8746742872698855,0.8799636555775956,0.7610066855988639,0.8812375059402838
728,AwesomeNegotiator,0.42404399838964174,0.2341757033874725,0.2480740372015535,0.5949341982798007,0.5094890983347212,DivideThePies8,RVFitter,0.0063600690045859665,naz2uIARe,False,False,False,,-2576315173871226467,0.9156400100672348,0.9721402450813623,0.9679517473456227,1.0
729,RVFitter,0.5949341982798007,0.47357940248705105,0.23052945257925544,0.42404399838964174,0.5094890983347212,DivideThePies8,AwesomeNegotiator,0.0033782959217205644,nc4uP5uIg,False,False,False,,-2576315173871226467,0.9156400100672348,0.9721402450813623,0.9679517473456227,1.0
730,AwesomeNegotiator,0.49426461056369175,0.3601466409842349,0.20960735407525208,0.5378605416739713,0.5160625761188316,S9,UOAgent,0.05097896775987465,n1wiwuawL,False,False,False,,-5627317924739804235,0.8887745299091578,0.8628726770515283,0.9946042082833508,1.0
731,UOAgent,0.5378605416739713,0.1373045019914979,0.4643075576575292,0.49426461056369175,0.5160625761188316,S9,AwesomeNegotiator,0.20211545116035268,nWnYuUVIi,False,False,False,,-5627317924739804235,0.8887745299091578,0.8628726770515283,0.9946042082833508,1.0
732,Shochan,0.7298705972577952,0.5209143183374337,0.44616485247496607,0.8394125660549024,0.7846415816563488,S6,Shochan,1.141261759083136,nAtM0Jaei,False,False,False,,-1408943459952879381,0.8179174759252956,0.7539742097786291,0.9954660758485427,1.0
733,Shochan,0.8394125660549024,0.13140475186614992,0.8151182247009621,0.7298705972577952,0.7846415816563488,S6,Shochan,2.426060147525277,n2EVMzm0b,False,False,False,,-1408943459952879381,0.8179174759252956,0.7539742097786291,0.9954660758485427,1.0
734,UOAgent,0.8708166853539767,0.47816550427842364,0.7682489415634425,0.5438058069089924,0.7073112461314846,S1,AwesomeNegotiator,0.002153546010958962,njZ4cj1Wl,False,False,False,,-4211711423518101557,0.9106187736444711,0.9888965475828656,0.9476118944156976,1.0
735,AwesomeNegotiator,0.5438058069089924,0.16875877490473085,0.45582787254027046,0.8708166853539767,0.7073112461314846,S1,UOAgent,0.0027283769741188735,nZhJTMCsW,False,False,False,,-4211711423518101557,0.9106187736444711,0.9888965475828656,0.9476118944156976,1.0
736,UOAgent,0.6784212192414283,0.6784212192414283,0.0,0.6026531277807107,0.6405371735110694,DivideThePies7,UOAgent,0.005855740935658105,nC5dYVah7,False,False,False,,1649454440792606207,0.9335767690614442,0.9645924193873043,0.9295373429040124,0.9712353725454931
737,UOAgent,0.6026531277807107,0.6026531277807107,0.0,0.6784212192414283,0.6405371735110694,DivideThePies7,UOAgent,0.015065594037878327,nXzmzvffN,False,False,False,,1649454440792606207,0.9335767690614442,0.9645924193873043,0.9295373429040124,0.9712353725454931
738,Shochan,0.6417740128808425,0.19652485722914453,0.5541542381961146,0.4759211973984305,0.5588476051396365,S4,AwesomeNegotiator,0.08471862500300631,njTVikUkB,False,False,False,,-6737602541404208618,0.9009909018167631,0.9009909018167631,0.9996896712833225,1.0
739,AwesomeNegotiator,0.4759211973984305,0.16424952297751227,0.37292431531873593,0.6417740128808425,0.5588476051396365,S4,Shochan,0.0024712830054340884,nl042Zbbl,False,False,False,,-6737602541404208618,0.9009909018167631,0.9009909018167631,0.9996896712833225,1.0
740,AwesomeNegotiator,0.8261254594602245,0.3601466409842349,0.7282587672787517,0.1777308348070542,0.5019281471336394,S9,AwesomeNegotiator,0.049671878485241905,n193PLJM9,False,False,False,,-4690042225307984402,0.7649032832837168,0.790815803008782,0.9673630107989645,1.0
741,AwesomeNegotiator,0.1777308348070542,0.1373045019914979,0.0468604889081708,0.8261254594602245,0.5019281471336394,S9,AwesomeNegotiator,0.04751724356901832,n7a9T86wM,False,False,False,,-4690042225307984402,0.7649032832837168,0.790815803008782,0.9673630107989645,1.0
742,Shochan,0.6784212192414283,0.6784212192414283,0.0,0.6026531277807107,0.6405371735110694,DivideThePies7,AwesomeNegotiator,0.3357978030544473,nLyhSNAVN,False,False,False,,-6991731854012584580,0.9335767690614442,0.9645924193873043,0.9295373429040124,0.9712353725454931
743,AwesomeNegotiator,0.6026531277807107,0.6026531277807107,0.0,0.6784212192414283,0.6405371735110694,DivideThePies7,Shochan,0.007458853637217544,nMxlXDsLz,False,False,False,,-6991731854012584580,0.9335767690614442,0.9645924193873043,0.9295373429040124,0.9712353725454931
744,RVFitter,0.2864683682436424,0.19652485722914453,0.11194311588074732,0.6383678573311099,0.46241811278737616,S4,RVFitter,0.020241006088326685,n7DWVP18J,False,False,False,,-6455334785612535239,0.8132757235658046,0.8132757235658046,0.8271926137222332,0.9008074034891709
745,RVFitter,0.6383678573311099,0.16424952297751227,0.5672965165903703,0.2864683682436424,0.46241811278737616,S4,RVFitter,0.021120332065038383,nE6zas496,False,False,False,,-6455334785612535239,0.8132757235658046,0.8132757235658046,0.8271926137222332,0.9008074034891709
746,AwesomeNegotiator,0.8019455565772737,0.34365556411290143,0.7088863359200527,0.3652794525493091,0.5836125045632914,DivideThePies3,Shochan,0.07183016289491206,nOkxKUQRG,False,False,False,,2872168055323267114,0.7794457841441026,0.7804190693379602,0.9874681751262153,1.0
747,Shochan,0.3652794525493091,0.24015350268590402,0.17121879920406105,0.8019455565772737,0.5836125045632914,DivideThePies3,AwesomeNegotiator,10.343838719185442,nt4zsozBQ,False,False,False,,2872168055323267114,0.7794457841441026,0.7804190693379602,0.9874681751262153,1.0
748,UOAgent,0.3270895455918036,0.3270895455918036,0.0,0.5635107556759603,0.44530015063388195,S2,UOAgent,0.020550350949633867,n9nU3MqAS,False,False,False,,-5258592800131312135,0.8746742872698855,0.8799636555775956,0.7610066855988639,0.8812375059402838
749,UOAgent,0.5635107556759603,0.5635107556759603,0.0,0.3270895455918036,0.44530015063388195,S2,UOAgent,0.021018857805756852,n8iXo2q2C,False,False,False,,-5258592800131312135,0.8746742872698855,0.8799636555775956,0.7610066855988639,0.8812375059402838
750,AwesomeNegotiator,0.6784212192414283,0.6784212192414283,0.0,0.6026531277807107,0.6405371735110694,DivideThePies7,AwesomeNegotiator,0.006497336944448762,nAuHspld6,False,False,False,,4380675306596968707,0.9335767690614442,0.9645924193873043,0.9295373429040124,0.9712353725454931
751,AwesomeNegotiator,0.6026531277807107,0.6026531277807107,0.0,0.6784212192414283,0.6405371735110694,DivideThePies7,AwesomeNegotiator,0.006862409907625988,nmxPnfWNO,False,False,False,,4380675306596968707,0.9335767690614442,0.9645924193873043,0.9295373429040124,0.9712353725454931
752,RVFitter,0.27003682616437885,0.2341757033874725,0.04685465525324332,0.7437886211593803,0.5069127236618796,DivideThePies8,UOAgent,0.0038572791672777385,nGSHEZqak,False,False,False,,3937808393496347955,0.928763086306433,0.8756962765631898,0.963057027567427,1.0
753,UOAgent,0.7437886211593803,0.47357940248705105,0.5132980765653598,0.27003682616437885,0.5069127236618796,DivideThePies8,RVFitter,0.006402408209396526,nnUz1fj7u,False,False,False,,3937808393496347955,0.928763086306433,0.8756962765631898,0.963057027567427,1.0
754,UOAgent,0.49426461056369175,0.3601466409842349,0.20960735407525208,0.5378605416739713,0.5160625761188316,S9,UOAgent,0.09195736292167567,n2SxezZDO,False,False,False,,7644086732927412857,0.8887745299091578,0.8628726770515283,0.9946042082833508,1.0
755,UOAgent,0.5378605416739713,0.1373045019914979,0.4643075576575292,0.49426461056369175,0.5160625761188316,S9,UOAgent,0.17595101210463326,nbggaVLD0,False,False,False,,7644086732927412857,0.8887745299091578,0.8628726770515283,0.9946042082833508,1.0
756,RVFitter,0.2395365050231413,0.027441839804024756,0.2180791585527167,0.8346327470300077,0.5370846260265745,S0,RVFitter,0.20110568798554596,nfPmW4kp0,False,False,False,,4769632981218646432,0.9208944167190245,0.9694333099783229,0.918434793901213,1.0
757,RVFitter,0.8346327470300077,0.5611273150736306,0.6231999423756884,0.2395365050231413,0.5370846260265745,S0,RVFitter,0.11203534305968788,nR4O5Cf2a,False,False,False,,4769632981218646432,0.9208944167190245,0.9694333099783229,0.918434793901213,1.0
758,AwesomeNegotiator,0.8019455565772737,0.34365556411290143,0.7088863359200527,0.3652794525493091,0.5836125045632914,DivideThePies3,AwesomeNegotiator,0.06001808567089029,nQfkjMVWw,False,False,False,,8131804859262319087,0.7794457841441026,0.7804190693379602,0.9874681751262153,1.0
759,AwesomeNegotiator,0.3652794525493091,0.24015350268590402,0.17121879920406105,0.8019455565772737,0.5836125045632914,DivideThePies3,AwesomeNegotiator,0.10174758883658797,nenoy27hw,False,False,False,,8131804859262319087,0.7794457841441026,0.7804190693379602,0.9874681751262153,1.0
760,RVFitter,0.46907373956157705,0.46907373956157705,0.0,0.4850247405592664,0.4770492400604217,S5,Shochan,0.01237726393446792,nuR1ybTew,False,False,False,,8194787867503592518,0.9713060613383084,0.9713060613383084,0.9465588937241585,0.9713060613383084
761,Shochan,0.4850247405592664,0.4850247405592664,0.0,0.46907373956157705,0.4770492400604217,S5,RVFitter,1.3795522319851443,n6IwwnQQs,False,False,False,,8194787867503592518,0.9713060613383084,0.9713060613383084,0.9465588937241585,0.9713060613383084
762,RVFitter,0.6983222656362769,0.6784212192414283,0.06520961317685763,0.6240448281898886,0.6611835469130827,DivideThePies7,AwesomeNegotiator,0.0045067740575177595,n48PS1mDE,False,False,False,,-6054686607457854011,0.9542793557356822,0.9898087166124281,0.9594990311031748,0.9912241504968358
763,AwesomeNegotiator,0.6240448281898886,0.6026531277807107,0.053861865792233315,0.6983222656362769,0.6611835469130827,DivideThePies7,RVFitter,0.006909474948770367,nh4obK7qu,False,False,False,,-6054686607457854011,0.9542793557356822,0.9898087166124281,0.9594990311031748,0.9912241504968358
764,UOAgent,0.5521500013046633,0.47816550427842364,0.1447557381002135,0.6582176099624119,0.6051838056335376,S1,RVFitter,0.0021604619978461415,nNoM9UhYX,False,False,False,,-6561175461508758427,0.6687120316582409,0.7691865268460569,0.8107878613024226,0.9969847183794095
765,RVFitter,0.6582176099624119,0.16875877490473085,0.5948826692163951,0.5521500013046633,0.6051838056335376,S1,UOAgent,0.0021605440124403685,nLOLuFTJR,False,False,False,,-6561175461508758427,0.6687120316582409,0.7691865268460569,0.8107878613024226,0.9969847183794095
766,UOAgent,0.30484647658929986,0.19652485722914453,0.13481639144006197,0.813195694282051,0.5590210854356754,S4,AwesomeNegotiator,0.00350782107852865,nJKY2n57S,False,False,False,,-3520157369453136008,0.7619080369570905,0.7619080369570905,1.0,1.0
767,AwesomeNegotiator,0.813195694282051,0.16424952297751227,0.776483159921759,0.30484647658929986,0.5590210854356754,S4,UOAgent,0.0025007790682138875,nE1eMObvC,False,False,False,,-3520157369453136008,0.7619080369570905,0.7619080369570905,1.0,1.0
768,UOAgent,0.46907373956157705,0.46907373956157705,0.0,0.4850247405592664,0.4770492400604217,S5,Shochan,0.013149284335668199,nwtIWqVSC,False,False,False,,8583500218445549628,0.9713060613383084,0.9713060613383084,0.9465588937241585,0.9713060613383084
769,Shochan,0.4850247405592664,0.4850247405592664,0.0,0.46907373956157705,0.4770492400604217,S5,UOAgent,1.3772473549324786,nBfMgqOyP,False,False,False,,8583500218445549628,0.9713060613383084,0.9713060613383084,0.9465588937241585,0.9713060613383084
770,AwesomeNegotiator,0.989264394016533,0.47816550427842364,1.0,0.5035645801651734,0.7464144870908531,S1,Shochan,0.0023222510353662074,nEJgJ62Cb,False,False,False,,3019389205134073055,1.0,0.8995156070764436,1.0,1.0
771,Shochan,0.5035645801651734,0.16875877490473085,0.40691914587465794,0.989264394016533,0.7464144870908531,S1,AwesomeNegotiator,0.05392945998755749,n8qGe7yoy,False,False,False,,3019389205134073055,1.0,0.8995156070764436,1.0,1.0
772,Shochan,0.2341757033874725,0.2341757033874725,0.0,0.47357940248705105,0.35387755293726175,DivideThePies8,UOAgent,0.7219711330108112,nj8w2XZGP,False,False,False,,6717047096889590896,0.821886305643839,0.8470250714586299,0.6723134937167548,0.8470250714586299
773,UOAgent,0.47357940248705105,0.47357940248705105,0.0,0.2341757033874725,0.35387755293726175,DivideThePies8,Shochan,0.007021860947133973,nuuZogLz8,False,False,False,,6717047096889590896,0.821886305643839,0.8470250714586299,0.6723134937167548,0.8470250714586299
774,UOAgent,0.49426461056369175,0.3601466409842349,0.20960735407525208,0.5378605416739713,0.5160625761188316,S9,UOAgent,0.08681928500300273,nDE7vxgio,False,False,False,,7430950079229974126,0.8887745299091578,0.8628726770515283,0.9946042082833508,1.0
775,UOAgent,0.5378605416739713,0.1373045019914979,0.4643075576575292,0.49426461056369175,0.5160625761188316,S9,UOAgent,0.16965256245748606,nzMD8FCeF,False,False,False,,7430950079229974126,0.8887745299091578,0.8628726770515283,0.9946042082833508,1.0
776,UOAgent,0.30484647658929986,0.19652485722914453,0.13481639144006197,0.813195694282051,0.5590210854356754,S4,AwesomeNegotiator,0.0037922498740954325,nuArdSRLs,False,False,False,,7008386538700409820,0.7619080369570905,0.7619080369570905,1.0,1.0
777,AwesomeNegotiator,0.813195694282051,0.16424952297751227,0.776483159921759,0.30484647658929986,0.5590210854356754,S4,UOAgent,0.0027643760986393318,naIwELVWc,False,False,False,,7008386538700409820,0.7619080369570905,0.7619080369570905,1.0,1.0
778,Shochan,0.9892530450686835,0.5209143183374337,1.0,0.5191116553193436,0.7541823501940135,S6,AwesomeNegotiator,1.0440859579393873,neCXlxKEq,False,False,False,,-4573563974487961359,0.8875237935827867,0.9520328562744398,0.9568227865735,1.0
779,AwesomeNegotiator,0.5191116553193436,0.13140475186614992,0.44636084025313144,0.9892530450686835,0.7541823501940135,S6,Shochan,0.013381683907937258,nqPzd897k,False,False,False,,-4573563974487961359,0.8875237935827867,0.9520328562744398,0.9568227865735,1.0
780,RVFitter,0.46907373956157705,0.46907373956157705,0.0,0.4850247405592664,0.4770492400604217,S5,Shochan,0.012280863753403537,nVSAROcrA,False,False,False,,-1248969543835570917,0.9713060613383084,0.9713060613383084,0.9465588937241585,0.9713060613383084
781,Shochan,0.4850247405592664,0.4850247405592664,0.0,0.46907373956157705,0.4770492400604217,S5,RVFitter,1.3749026871373644,nIhriqyRQ,False,False,False,,-1248969543835570917,0.9713060613383084,0.9713060613383084,0.9465588937241585,0.9713060613383084
782,AwesomeNegotiator,0.5545059224781369,0.34365556411290143,0.3261448873566263,0.4900208622135319,0.5222633923458344,DivideThePies3,RVFitter,0.06166581076104194,nMNt6xMVl,False,False,False,,6796851695221115193,0.9216973609615551,0.9218955400220681,0.8836659169269723,0.924609591264314
783,RVFitter,0.4900208622135319,0.24015350268590402,0.34191140451132007,0.5545059224781369,0.5222633923458344,DivideThePies3,AwesomeNegotiator,0.046264377640909515,nTAbpj4bE,False,False,False,,6796851695221115193,0.9216973609615551,0.9218955400220681,0.8836659169269723,0.924609591264314
784,RVFitter,0.04668229816791919,0.027441839804024756,0.01978334988214729,0.9664213632071755,0.5065518306875474,S0,UOAgent,0.07453526985773351,n2athp6Gi,False,False,False,,4207568554575761343,0.7557269498409209,0.8042655294389864,0.8662225721478393,0.9987794711046449
785,UOAgent,0.9664213632071755,0.5611273150736306,0.9234888888141717,0.04668229816791919,0.5065518306875474,S0,RVFitter,0.009852000977844,npGs6eeYj,False,False,False,,4207568554575761343,0.7557269498409209,0.8042655294389864,0.8662225721478393,0.9987794711046449
786,AwesomeNegotiator,0.6784212192414283,0.6784212192414283,0.0,0.6026531277807107,0.6405371735110694,DivideThePies7,AwesomeNegotiator,0.006208018909092061,nI7mhhuJ6,False,False,False,,5932653573847670463,0.9335767690614442,0.9645924193873043,0.9295373429040124,0.9712353725454931
787,AwesomeNegotiator,0.6026531277807107,0.6026531277807107,0.0,0.6784212192414283,0.6405371735110694,DivideThePies7,AwesomeNegotiator,0.006601113898796029,nkq054dR7,False,False,False,,5932653573847670463,0.9335767690614442,0.9645924193873043,0.9295373429040124,0.9712353725454931
788,RVFitter,0.36564281748748245,0.3601466409842349,0.008589743924610944,0.6131082937077242,0.4893755555976034,S9,UOAgent,0.2908840333693661,nywyDnq8m,False,False,False,,8615766319377995310,0.7854508582014106,0.7598553966346252,0.9431704788380175,0.9871917914150724
789,UOAgent,0.6131082937077242,0.1373045019914979,0.5515315575595332,0.36564281748748245,0.4893755555976034,S9,RVFitter,0.17565454881696496,nMZOxG7lG,False,False,False,,8615766319377995310,0.7854508582014106,0.7598553966346252,0.9431704788380175,0.9871917914150724
790,AwesomeNegotiator,0.4519793116146159,0.027441839804024756,0.43651628168442363,0.6879699937437243,0.56997465267917,S0,RVFitter,0.004691559006460011,nWsEiIp60,False,False,False,,-2793853803529747887,0.8965653010499348,0.8480264077906365,0.9746779693455746,1.0
791,RVFitter,0.6879699937437243,0.5611273150736306,0.2890193056589392,0.4519793116146159,0.56997465267917,S0,AwesomeNegotiator,0.004830514750210568,nyJwuhELT,False,False,False,,-2793853803529747887,0.8965653010499348,0.8480264077906365,0.9746779693455746,1.0
792,RVFitter,0.7619539310675844,0.6784212192414283,0.2737110259291471,0.6102950522593772,0.6861244916634808,DivideThePies7,RVFitter,0.18945451013860293,nNqexWngv,False,False,False,,5111100377893358834,0.9824483009936716,0.9497093201662218,0.9956929328336888,1.0
793,RVFitter,0.6102950522593772,0.6026531277807107,0.019241495663791245,0.7619539310675844,0.6861244916634808,DivideThePies7,RVFitter,0.1871411027823342,nrrXGAcqR,False,False,False,,5111100377893358834,0.9824483009936716,0.9497093201662218,0.9956929328336888,1.0
794,RVFitter,0.5232661981372162,0.5209143183374337,0.005021749570438705,0.9516461669294017,0.737456182533309,S6,RVFitter,0.6432179979310604,ndrRzpZ2k,False,False,False,,-3298881569831931180,0.6550795207403879,0.59319933918637,0.9356024830942502,1.0
795,RVFitter,0.9516461669294017,0.13140475186614992,0.9443309984348816,0.5232661981372162,0.737456182533309,S6,RVFitter,0.012060733221005648,n3oBENISQ,False,False,False,,-3298881569831931180,0.6550795207403879,0.59319933918637,0.9356024830942502,1.0
